date,home_team,away_team,team,player,minute
2018-06-20,Uruguay,Saudi Arabia,Saudi Arabia,Housain Al-Mogahwi,44
2018-06-20,Uruguay,Saudi Arabia,Uruguay,Diego Laxalt,59
2018-06-20,Uruguay,Saudi Arabia,Uruguay,Lucas Torreira,59
2018-06-20,Uruguay,Saudi Arabia,Saudi Arabia,Mohamed Kanno,75
2018-06-20,Uruguay,Saudi Arabia,Saudi Arabia,Mohammad Al-Sahlawi,78
2018-06-20,Uruguay,Saudi Arabia,Uruguay,Nahitan Nández,82
2018-06-20,Iran,Spain,Iran,Milad Mohammadi,69
2018-06-20,Iran,Spain,Spain,not applicable Koke,71
2018-06-20,Iran,Spain,Iran,Alireza Jahanbakhsh,74
2018-06-20,Iran,Spain,Spain,Marco Asensio,79
2018-06-20,Iran,Spain,Iran,Saman Ghoddos,86
2018-06-20,Iran,Spain,Spain,not applicable Rodrigo,89
2018-06-21,Denmark,Australia,Denmark,Martin Braithwaite,59
2018-06-21,Denmark,Australia,Denmark,Andreas Cornelius,68
2018-06-21,Denmark,Australia,Australia,Daniel Arzani,68
2018-06-21,Denmark,Australia,Australia,Tomi Juric,75
2018-06-21,Denmark,Australia,Australia,Jackson Irvine,82
2018-06-21,France,Peru,Peru,Jefferson Farfán,46
2018-06-21,France,Peru,Peru,Anderson Santamaría,46
2018-06-21,France,Peru,France,Ousmane Dembélé,75
2018-06-21,France,Peru,France,Nabil Fekir,80
2018-06-21,France,Peru,Peru,Raúl Ruidíaz,82
2018-06-21,France,Peru,France,Steven Nzonzi,89
2018-06-21,Argentina,Croatia,Argentina,Gonzalo Higuaín,54
2018-06-21,Argentina,Croatia,Argentina,Cristian Pavón,56
2018-06-21,Argentina,Croatia,Croatia,Andrej Kramarić,57
2018-06-21,Argentina,Croatia,Argentina,Paulo Dybala,68
2018-06-21,Argentina,Croatia,Croatia,Mateo Kovačić,82
2018-06-21,Argentina,Croatia,Croatia,Vedran Ćorluka,93
2018-06-22,Brazil,Costa Rica,Brazil,Douglas Costa,46
2018-06-22,Brazil,Costa Rica,Costa Rica,Christian Bolaños,54
2018-06-22,Brazil,Costa Rica,Brazil,Roberto Firmino,68
2018-06-22,Brazil,Costa Rica,Costa Rica,Francisco Calvo,75
2018-06-22,Brazil,Costa Rica,Costa Rica,Yeltsin Tejeda,83
2018-06-22,Brazil,Costa Rica,Brazil,not applicable Fernandinho,93
2018-06-22,Nigeria,Iceland,Nigeria,Tyronne Ebuehi,46
2018-06-22,Nigeria,Iceland,Iceland,Sverrir Ingi Ingason,65
2018-06-22,Nigeria,Iceland,Iceland,Björn Bergmann Sigurðarson,71
2018-06-22,Nigeria,Iceland,Nigeria,Odion Ighalo,85
2018-06-22,Nigeria,Iceland,Iceland,Ari Freyr Skúlason,87
2018-06-22,Nigeria,Iceland,Nigeria,Alex Iwobi,90
2018-06-22,Serbia,Switzerland,Switzerland,Mario Gavranović,46
2018-06-22,Serbia,Switzerland,Serbia,Adem Ljajić,64
2018-06-22,Serbia,Switzerland,Switzerland,Breel Embolo,73
2018-06-22,Serbia,Switzerland,Serbia,Nemanja Radonjić,81
2018-06-22,Serbia,Switzerland,Switzerland,Josip Drmić,94
2018-06-23,Belgium,Tunisia,Tunisia,Hamdi Nagguez,24
2018-06-23,Belgium,Tunisia,Tunisia,Yohan Benalouane,41
2018-06-23,Belgium,Tunisia,Belgium,Marouane Fellaini,59
2018-06-23,Belgium,Tunisia,Tunisia,Naïm Sliti,59
2018-06-23,Belgium,Tunisia,Belgium,Michy Batshuayi,68
2018-06-23,Belgium,Tunisia,Belgium,Youri Tielemans,86
2018-06-23,South Korea,Mexico,South Korea,Seung-woo Lee,64
2018-06-23,South Korea,Mexico,Mexico,Rafael Márquez,68
2018-06-23,South Korea,Mexico,Mexico,Jesús Manuel Corona,71
2018-06-23,South Korea,Mexico,South Korea,Woo-young Jung,77
2018-06-23,South Korea,Mexico,Mexico,Giovani dos Santos,77
2018-06-23,South Korea,Mexico,South Korea,Chul Hong,84
2018-06-23,Germany,Sweden,Germany,İlkay Gündoğan,31
2018-06-23,Germany,Sweden,Germany,Mario Gómez,46
2018-06-23,Germany,Sweden,Sweden,Jimmy Durmaz,74
2018-06-23,Germany,Sweden,Sweden,John Guidetti,78
2018-06-23,Germany,Sweden,Germany,Julian Brandt,87
2018-06-23,Germany,Sweden,Sweden,Isaac Kiese Thelin,90
2018-06-24,England,Panama,Panama,Ricardo Ávila,62
2018-06-24,England,Panama,England,Jamie Vardy,63
2018-06-24,England,Panama,England,Fabian Delph,63
2018-06-24,England,Panama,Panama,Abdiel Arroyo,69
2018-06-24,England,Panama,Panama,Felipe Baloy,69
2018-06-24,England,Panama,England,Danny Rose,70
2018-06-24,Japan,Senegal,Senegal,Cheikhou Kouyaté,65
2018-06-24,Japan,Senegal,Japan,Keisuke Honda,72
2018-06-24,Japan,Senegal,Japan,Shinji Okazaki,75
2018-06-24,Japan,Senegal,Senegal,Cheikh N'Doye,81
2018-06-24,Japan,Senegal,Senegal,Mame Biram Diouf,86
2018-06-24,Japan,Senegal,Japan,Takashi Usami,87
2018-06-24,Poland,Colombia,Colombia,Mateus Uribe,32
2018-06-24,Poland,Colombia,Poland,Kamil Grosicki,57
2018-06-24,Poland,Colombia,Poland,Łukasz Teodorczyk,72
2018-06-24,Poland,Colombia,Colombia,Jefferson Lerma,73
2018-06-24,Poland,Colombia,Colombia,Carlos Bacca,78
2018-06-24,Poland,Colombia,Poland,Kamil Glik,80
2018-06-25,Saudi Arabia,Egypt,Egypt,Amr Warda,52
2018-06-25,Saudi Arabia,Egypt,Egypt,Ramadan Sobhi,64
2018-06-25,Saudi Arabia,Egypt,Saudi Arabia,Muhannad Assiri,65
2018-06-25,Saudi Arabia,Egypt,Saudi Arabia,Yahya Al-Shehri,79
2018-06-25,Saudi Arabia,Egypt,Egypt,not applicable Kahraba,81
2018-06-25,Uruguay,Russia,Russia,Mário Fernandes,38
2018-06-25,Uruguay,Russia,Russia,Daler Kuzyayev,46
2018-06-25,Uruguay,Russia,Russia,Fyodor Smolov,60
2018-06-25,Uruguay,Russia,Uruguay,Giorgian De Arrascaeta,63
2018-06-25,Uruguay,Russia,Uruguay,Cristian Rodríguez,73
2018-06-25,Uruguay,Russia,Uruguay,Maxi Gómez,93
2018-06-25,Spain,Morocco,Morocco,Fayçal Fajr,63
2018-06-25,Spain,Morocco,Morocco,Youssef En-Nesyri,72
2018-06-25,Spain,Morocco,Spain,Iago Aspas,74
2018-06-25,Spain,Morocco,Spain,Marco Asensio,74
2018-06-25,Spain,Morocco,Spain,not applicable Rodrigo,84
2018-06-25,Spain,Morocco,Morocco,Aziz Bouhaddouz,85
2018-06-25,Iran,Portugal,Iran,Milad Mohammadi,56
2018-06-25,Iran,Portugal,Iran,Saman Ghoddos,70
2018-06-25,Iran,Portugal,Portugal,Bernardo Silva,70
2018-06-25,Iran,Portugal,Iran,Karim Ansarifard,76
2018-06-25,Iran,Portugal,Portugal,João Moutinho,84
2018-06-25,Iran,Portugal,Portugal,Gonçalo Guedes,96
2018-06-26,Australia,Peru,Peru,Pedro Aquino,46
2018-06-26,Australia,Peru,Australia,Tim Cahill,53
2018-06-26,Australia,Peru,Australia,Daniel Arzani,58
2018-06-26,Australia,Peru,Peru,Paolo Hurtado,63
2018-06-26,Australia,Peru,Australia,Jackson Irvine,72
2018-06-26,Australia,Peru,Peru,Wilder Cartagena,79
2018-06-26,Denmark,France,France,Benjamin Mendy,50
2018-06-26,Denmark,France,Denmark,Viktor Fischer,60
2018-06-26,Denmark,France,France,Nabil Fekir,68
2018-06-26,Denmark,France,Denmark,Kasper Dolberg,75
2018-06-26,Denmark,France,France,Kylian Mbappé,78
2018-06-26,Denmark,France,Denmark,Lukas Lerager,92
2018-06-26,Iceland,Croatia,Croatia,Filip Bradarić,65
2018-06-26,Iceland,Croatia,Iceland,Björn Bergmann Sigurðarson,70
2018-06-26,Iceland,Croatia,Croatia,Dejan Lovren,70
2018-06-26,Iceland,Croatia,Croatia,Ivan Rakitić,81
2018-06-26,Iceland,Croatia,Iceland,Albert Guðmundsson,85
2018-06-26,Iceland,Croatia,Iceland,Arnór Ingvi Traustason,90
2018-06-26,Nigeria,Argentina,Nigeria,Odion Ighalo,46
2018-06-26,Nigeria,Argentina,Argentina,Cristian Pavón,61
2018-06-26,Nigeria,Argentina,Argentina,Maximiliano Meza,72
2018-06-26,Nigeria,Argentina,Argentina,Sergio Agüero,80
2018-06-26,Nigeria,Argentina,Nigeria,Alex Iwobi,90
2018-06-26,Nigeria,Argentina,Nigeria,Simeon Nwankwo,92
2018-06-27,South Korea,Germany,South Korea,Hee-chan Hwang,56
2018-06-27,South Korea,Germany,Germany,Mario Gómez,58
2018-06-27,South Korea,Germany,Germany,Thomas Müller,63
2018-06-27,South Korea,Germany,South Korea,Se-jong Ju,69
2018-06-27,South Korea,Germany,Germany,Julian Brandt,78
2018-06-27,South Korea,Germany,South Korea,Yo-han Go,79
2018-06-27,Mexico,Sweden,Sweden,Gustav Svensson,57
2018-06-27,Mexico,Sweden,Mexico,Marco Fabián,65
2018-06-27,Mexico,Sweden,Sweden,Isaac Kiese Thelin,68
2018-06-27,Mexico,Sweden,Mexico,Jesús Manuel Corona,75
2018-06-27,Mexico,Sweden,Sweden,Oscar Hiljemark,80
2018-06-27,Mexico,Sweden,Mexico,Oribe Peralta,89
2018-06-27,Serbia,Brazil,Brazil,Filipe Luís,10
2018-06-27,Serbia,Brazil,Brazil,not applicable Fernandinho,66
2018-06-27,Serbia,Brazil,Serbia,Andrija Živković,75
2018-06-27,Serbia,Brazil,Brazil,Renato Augusto,80
2018-06-27,Serbia,Brazil,Serbia,Nemanja Radonjić,82
2018-06-27,Serbia,Brazil,Serbia,Luka Jović,89
2018-06-27,Switzerland,Costa Rica,Switzerland,Denis Zakaria,60
2018-06-27,Switzerland,Costa Rica,Switzerland,Josip Drmić,69
2018-06-27,Switzerland,Costa Rica,Switzerland,Michael Lang,81
2018-06-27,Switzerland,Costa Rica,Costa Rica,Rodney Wallace,81
2018-06-27,Switzerland,Costa Rica,Costa Rica,Randall Azofeifa,91
2018-06-27,Switzerland,Costa Rica,Costa Rica,Ian Smith,93
2018-06-28,Japan,Poland,Japan,Yuya Osako,47
2018-06-28,Japan,Poland,Japan,Takashi Inui,65
2018-06-28,Japan,Poland,Poland,Łukasz Teodorczyk,79
2018-06-28,Japan,Poland,Poland,Sławomir Peszko,79
2018-06-28,Japan,Poland,Japan,Makoto Hasebe,82
2018-06-28,Senegal,Colombia,Colombia,Luis Muriel,31
2018-06-28,Senegal,Colombia,Senegal,Moussa Wagué,74
2018-06-28,Senegal,Colombia,Senegal,Moussa Konaté,80
2018-06-28,Senegal,Colombia,Colombia,Jefferson Lerma,83
2018-06-28,Senegal,Colombia,Senegal,Diafra Sakho,86
2018-06-28,Senegal,Colombia,Colombia,Miguel Borja,89
2018-06-28,England,Belgium,England,Harry Maguire,46
2018-06-28,England,Belgium,Belgium,Vincent Kompany,74
2018-06-28,England,Belgium,England,Danny Welbeck,79
2018-06-28,England,Belgium,Belgium,Dries Mertens,86
2018-06-28,Panama,Tunisia,Panama,Harold Cummings,46
2018-06-28,Panama,Tunisia,Tunisia,Anice Badri,46
2018-06-28,Panama,Tunisia,Panama,Luis Tejada,56
2018-06-28,Panama,Tunisia,Tunisia,Ahmed Khalil,77
2018-06-28,Panama,Tunisia,Panama,Abdiel Arroyo,81
2018-06-28,Panama,Tunisia,Tunisia,Bassem Srarfi,89
2018-06-30,France,Argentina,Argentina,Federico Fazio,46
2018-06-30,France,Argentina,Argentina,Sergio Agüero,66
2018-06-30,France,Argentina,France,Corentin Tolisso,75
2018-06-30,France,Argentina,Argentina,Maximiliano Meza,75
2018-06-30,France,Argentina,France,Nabil Fekir,83
2018-06-30,France,Argentina,France,Florian Thauvin,89
2018-06-30,Uruguay,Portugal,Uruguay,Cristian Rodríguez,63
2018-06-30,Uruguay,Portugal,Portugal,Ricardo Quaresma,65
2018-06-30,Uruguay,Portugal,Uruguay,Cristhian Stuani,74
2018-06-30,Uruguay,Portugal,Portugal,André Silva,74
2018-06-30,Uruguay,Portugal,Uruguay,Carlos Sánchez,81
2018-06-30,Uruguay,Portugal,Portugal,Manuel Fernandes,84
2018-07-01,Spain,Russia,Russia,Vladimir Granat,46
2018-07-01,Spain,Russia,Russia,Denis Cheryshev,61
2018-07-01,Spain,Russia,Russia,Fyodor Smolov,65
2018-07-01,Spain,Russia,Spain,Andrés Iniesta,67
2018-07-01,Spain,Russia,Spain,Dani Carvajal,70
2018-07-01,Spain,Russia,Spain,Iago Aspas,80
2018-07-01,Spain,Russia,Russia,Aleksandr Yerokhin,97
2018-07-01,Spain,Russia,Spain,not applicable Rodrigo,104
2018-07-01,Croatia,Denmark,Denmark,Lasse Schöne,46
2018-07-01,Croatia,Denmark,Denmark,Nicolai Jørgensen,66
2018-07-01,Croatia,Denmark,Croatia,Mateo Kovačić,71
2018-07-01,Croatia,Denmark,Croatia,Josip Pivarić,81
2018-07-01,Croatia,Denmark,Croatia,Andrej Kramarić,97
2018-07-01,Croatia,Denmark,Denmark,Michael Krohn-Dehli,98
2018-07-01,Croatia,Denmark,Denmark,Pione Sisto,106
2018-07-01,Croatia,Denmark,Croatia,Milan Badelj,108
2018-07-02,Brazil,Mexico,Mexico,Miguel Layún,46
2018-07-02,Brazil,Mexico,Mexico,Jonathan dos Santos,55
2018-07-02,Brazil,Mexico,Mexico,Raúl Jiménez,60
2018-07-02,Brazil,Mexico,Brazil,not applicable Fernandinho,80
2018-07-02,Brazil,Mexico,Brazil,Roberto Firmino,86
2018-07-02,Brazil,Mexico,Brazil,not applicable Marquinhos,91
2018-07-02,Belgium,Japan,Belgium,Marouane Fellaini,65
2018-07-02,Belgium,Japan,Belgium,Nacer Chadli,65
2018-07-02,Belgium,Japan,Japan,Hotaru Yamaguchi,81
2018-07-02,Belgium,Japan,Japan,Keisuke Honda,81
2018-07-03,Sweden,Switzerland,Switzerland,Breel Embolo,73
2018-07-03,Sweden,Switzerland,Switzerland,Haris Seferovic,73
2018-07-03,Sweden,Switzerland,Sweden,Martin Olsson,82
2018-07-03,Sweden,Switzerland,Sweden,Emil Krafth,82
2018-07-03,Sweden,Switzerland,Sweden,Isaac Kiese Thelin,91
2018-07-03,Colombia,England,Colombia,Carlos Bacca,61
2018-07-03,Colombia,England,Colombia,Mateus Uribe,79
2018-07-03,Colombia,England,England,Eric Dier,81
2018-07-03,Colombia,England,Colombia,Luis Muriel,88
2018-07-03,Colombia,England,England,Jamie Vardy,88
2018-07-03,Colombia,England,England,Danny Rose,102
2018-07-03,Colombia,England,England,Marcus Rashford,113
2018-07-03,Colombia,England,Colombia,Cristián Zapata,116
2018-07-06,Uruguay,France,Uruguay,Maxi Gómez,59
2018-07-06,Uruguay,France,Uruguay,Cristian Rodríguez,59
2018-07-06,Uruguay,France,Uruguay,Jonathan Urretaviscaya,73
2018-07-06,Uruguay,France,France,Steven Nzonzi,80
2018-07-06,Uruguay,France,France,Ousmane Dembélé,88
2018-07-06,Uruguay,France,France,Nabil Fekir,93
2018-07-06,Brazil,Belgium,Brazil,Roberto Firmino,46
2018-07-06,Brazil,Belgium,Brazil,Douglas Costa,58
2018-07-06,Brazil,Belgium,Brazil,Renato Augusto,73
2018-07-06,Brazil,Belgium,Belgium,Thomas Vermaelen,83
2018-07-06,Brazil,Belgium,Belgium,Youri Tielemans,87
2018-07-07,Sweden,England,Sweden,John Guidetti,65
2018-07-07,Sweden,England,Sweden,Martin Olsson,65
2018-07-07,Sweden,England,England,Fabian Delph,77
2018-07-07,Sweden,England,Sweden,Pontus Jansson,85
2018-07-07,Sweden,England,England,Eric Dier,85
2018-07-07,Sweden,England,England,Marcus Rashford,91
2018-07-07,Russia,Croatia,Russia,Aleksandr Yerokhin,54
2018-07-07,Russia,Croatia,Croatia,Marcelo Brozović,63
2018-07-07,Russia,Croatia,Russia,Fyodor Smolov,67
2018-07-07,Russia,Croatia,Croatia,Josip Pivarić,74
2018-07-07,Russia,Croatia,Russia,Yury Gazinsky,79
2018-07-07,Russia,Croatia,Croatia,Mateo Kovačić,88
2018-07-07,Russia,Croatia,Croatia,Vedran Ćorluka,97
2018-07-07,Russia,Croatia,Russia,Alan Dzagoev,102
2018-07-10,France,Belgium,Belgium,Dries Mertens,60
2018-07-10,France,Belgium,Belgium,Yannick Carrasco,80
2018-07-10,France,Belgium,France,Steven Nzonzi,85
2018-07-10,France,Belgium,France,Corentin Tolisso,86
2018-07-10,France,Belgium,Belgium,Michy Batshuayi,91
2018-07-11,Croatia,England,England,Marcus Rashford,74
2018-07-11,Croatia,England,England,Danny Rose,91
2018-07-11,Croatia,England,Croatia,Josip Pivarić,95
2018-07-11,Croatia,England,England,Eric Dier,97
2018-07-11,Croatia,England,Croatia,Andrej Kramarić,101
2018-07-11,Croatia,England,England,Jamie Vardy,112
2018-07-11,Croatia,England,Croatia,Vedran Ćorluka,115
2018-07-11,Croatia,England,Croatia,Milan Badelj,119
2018-07-14,Belgium,England,Belgium,Thomas Vermaelen,39
2018-07-14,Belgium,England,England,Jesse Lingard,46
2018-07-14,Belgium,England,England,Marcus Rashford,46
2018-07-14,Belgium,England,Belgium,Dries Mertens,60
2018-07-14,Belgium,England,Belgium,Mousa Dembélé,78
2018-07-14,Belgium,England,England,Dele Alli,84
2018-07-15,France,Croatia,France,Steven Nzonzi,55
2018-07-15,France,Croatia,Croatia,Andrej Kramarić,71
2018-07-15,France,Croatia,France,Corentin Tolisso,73
2018-07-15,France,Croatia,France,Nabil Fekir,81
2018-07-15,France,Croatia,Croatia,Marko Pjaca,81
2022-11-20,Qatar,Ecuador,Ecuador,Jeremy Sarmiento,68
2022-11-20,Qatar,Ecuador,Qatar,Mohammed Muntari,72
2022-11-20,Qatar,Ecuador,Qatar,Mohammed Waad,72
2022-11-20,Qatar,Ecuador,Ecuador,José Cifuentes,77
2022-11-20,Qatar,Ecuador,Ecuador,Kevin Rodríguez,90
2022-11-20,Qatar,Ecuador,Ecuador,Alan Franco,90
2022-11-21,England,Iran,Iran,Hossein Hosseini,20
2022-11-21,England,Iran,Iran,Saeid Ezatolahi,46
2022-11-21,England,Iran,Iran,Hossein Kanaanizadegan,46
2022-11-21,England,Iran,Iran,Ali Gholizadeh,46
2022-11-21,England,Iran,Iran,Mehdi Torabi,63
2022-11-21,England,Iran,England,Eric Dier,70
2022-11-21,England,Iran,England,Marcus Rashford,70
2022-11-21,England,Iran,England,Phil Foden,70
2022-11-21,England,Iran,England,Jack Grealish,70
2022-11-21,England,Iran,England,Callum Wilson,75
2022-11-21,England,Iran,Iran,Sardar Azmoun,77
2022-11-21,Senegal,Netherlands,Senegal,Ismail Jakobs,62
2022-11-21,Senegal,Netherlands,Netherlands,Memphis Depay,62
2022-11-21,Senegal,Netherlands,Senegal,Bamba Dieng,69
2022-11-21,Senegal,Netherlands,Senegal,Pape Gueye,73
2022-11-21,Senegal,Netherlands,Senegal,Nicolas Jackson,73
2022-11-21,Senegal,Netherlands,Netherlands,Davy Klaassen,79
2022-11-21,Senegal,Netherlands,Netherlands,Teun Koopmeiners,79
2022-11-21,Senegal,Netherlands,Netherlands,Marten de Roon,94
2022-11-21,United States,Wales,Wales,Kieffer Moore,46
2022-11-21,United States,Wales,United States,Brenden Aaronson,66
2022-11-21,United States,Wales,United States,Haji Wright,74
2022-11-21,United States,Wales,United States,DeAndre Yedlin,74
2022-11-21,United States,Wales,United States,Kellyn Acosta,74
2022-11-21,United States,Wales,Wales,Brennan Johnson,79
2022-11-21,United States,Wales,United States,Jordan Morris,88
2022-11-21,United States,Wales,Wales,Sorba Thomas,93
2022-11-21,United States,Wales,Wales,Joe Morrell,95
2022-11-22,Argentina,Saudi Arabia,Saudi Arabia,Nawaf Al-Abed,49
2022-11-22,Argentina,Saudi Arabia,Argentina,Lisandro Martínez,59
2022-11-22,Argentina,Saudi Arabia,Argentina,Julián Álvarez,59
2022-11-22,Argentina,Saudi Arabia,Argentina,Enzo Fernández,59
2022-11-22,Argentina,Saudi Arabia,Argentina,Marcos Acuña,71
2022-11-22,Argentina,Saudi Arabia,Saudi Arabia,Sultan Al-Ghannam,78
2022-11-22,Argentina,Saudi Arabia,Saudi Arabia,Abdulelah Al-Amri,89
2022-11-22,Argentina,Saudi Arabia,Saudi Arabia,Haitham Asiri,89
2022-11-22,Argentina,Saudi Arabia,Saudi Arabia,Mohammed Al-Breik,99
2022-11-22,Denmark,Tunisia,Denmark,Mikkel Damsgaard,46
2022-11-22,Denmark,Tunisia,Denmark,Andreas Cornelius,65
2022-11-22,Denmark,Tunisia,Denmark,Mathias Jensen,65
2022-11-22,Denmark,Tunisia,Denmark,Jesper Lindstrøm,65
2022-11-22,Denmark,Tunisia,Tunisia,Naïm Sliti,67
2022-11-22,Denmark,Tunisia,Tunisia,Hannibal Mejbri,80
2022-11-22,Denmark,Tunisia,Tunisia,Taha Yassine Khenissi,80
2022-11-22,Denmark,Tunisia,Tunisia,Wajdi Kechrida,88
2022-11-22,Denmark,Tunisia,Tunisia,Ferjani Sassi,88
2022-11-22,Mexico,Poland,Poland,Krystian Bielik,46
2022-11-22,Mexico,Poland,Mexico,Carlos Rodríguez,71
2022-11-22,Mexico,Poland,Mexico,Raúl Jiménez,71
2022-11-22,Mexico,Poland,Poland,Przemysław Frankowski,71
2022-11-22,Mexico,Poland,Mexico,Uriel Antuna,84
2022-11-22,Mexico,Poland,Poland,Arkadiusz Milik,87
2022-11-22,France,Australia,France,Théo Hernandez,13
2022-11-22,France,Australia,Australia,Jason Cummings,56
2022-11-22,France,Australia,Australia,Awer Mabil,73
2022-11-22,France,Australia,Australia,Garang Kuol,73
2022-11-22,France,Australia,France,Youssouf Fofana,77
2022-11-22,France,Australia,France,Kingsley Coman,77
2022-11-22,France,Australia,Australia,Keanu Baccus,85
2022-11-22,France,Australia,Australia,Miloš Degenek,85
2022-11-22,France,Australia,France,Jules Koundé,89
2022-11-22,France,Australia,France,Marcus Thuram,89
2022-11-23,Morocco,Croatia,Croatia,Mario Pašalić,46
2022-11-23,Morocco,Croatia,Morocco,Yahia Attiyat Allah,60
2022-11-23,Morocco,Croatia,Morocco,Abde Ezzalzouli,65
2022-11-23,Morocco,Croatia,Croatia,Marko Livaja,71
2022-11-23,Morocco,Croatia,Croatia,Lovro Majer,79
2022-11-23,Morocco,Croatia,Morocco,Abderrazak Hamdallah,81
2022-11-23,Morocco,Croatia,Morocco,Abdelhamid Sabiri,81
2022-11-23,Morocco,Croatia,Croatia,Mislav Oršić,90
2022-11-23,Germany,Japan,Japan,Takehiro Tomiyasu,46
2022-11-23,Germany,Japan,Japan,Kaoru Mitoma,57
2022-11-23,Germany,Japan,Japan,Takuma Asano,57
2022-11-23,Germany,Japan,Germany,Jonas Hofmann,67
2022-11-23,Germany,Japan,Germany,Leon Goretzka,67
2022-11-23,Germany,Japan,Japan,Ritsu Dōan,71
2022-11-23,Germany,Japan,Japan,Takumi Minamino,75
2022-11-23,Germany,Japan,Germany,Mario Götze,79
2022-11-23,Germany,Japan,Germany,Niclas Füllkrug,79
2022-11-23,Germany,Japan,Germany,Youssoufa Moukoko,90
2022-11-23,Spain,Costa Rica,Costa Rica,Kendall Waston,46
2022-11-23,Spain,Costa Rica,Spain,Álvaro Morata,57
2022-11-23,Spain,Costa Rica,Spain,Carlos Soler,57
2022-11-23,Spain,Costa Rica,Costa Rica,Álvaro Zamora,61
2022-11-23,Spain,Costa Rica,Costa Rica,Bryan Ruiz,61
2022-11-23,Spain,Costa Rica,Spain,Alejandro Balde,64
2022-11-23,Spain,Costa Rica,Spain,not applicable Koke,64
2022-11-23,Spain,Costa Rica,Spain,Nico Williams,69
2022-11-23,Spain,Costa Rica,Costa Rica,Brandon Aguilera,72
2022-11-23,Spain,Costa Rica,Costa Rica,Rónald Matarrita,82
2022-11-23,Belgium,Canada,Belgium,Amadou Onana,46
2022-11-23,Belgium,Canada,Belgium,Thomas Meunier,46
2022-11-23,Belgium,Canada,Canada,Cyle Larin,58
2022-11-23,Belgium,Canada,Canada,Ismaël Koné,58
2022-11-23,Belgium,Canada,Belgium,Leandro Trossard,62
2022-11-23,Belgium,Canada,Canada,Sam Adekugbe,74
2022-11-23,Belgium,Canada,Belgium,Loïs Openda,78
2022-11-23,Belgium,Canada,Canada,Liam Millar,81
2022-11-23,Belgium,Canada,Canada,Jonathan Osorio,81
2022-11-24,Switzerland,Cameroon,Cameroon,Gaël Ondoua,68
2022-11-24,Switzerland,Cameroon,Switzerland,Fabian Frei,72
2022-11-24,Switzerland,Cameroon,Switzerland,Noah Okafor,72
2022-11-24,Switzerland,Cameroon,Switzerland,Haris Seferovic,72
2022-11-24,Switzerland,Cameroon,Cameroon,Vincent Aboubakar,74
2022-11-24,Switzerland,Cameroon,Cameroon,Georges-Kévin Nkoudou,74
2022-11-24,Switzerland,Cameroon,Switzerland,Fabian Rieder,81
2022-11-24,Switzerland,Cameroon,Cameroon,Moumi Ngamaleu,81
2022-11-24,Switzerland,Cameroon,Switzerland,Eray Cömert,90
2022-11-24,Uruguay,South Korea,Uruguay,Edinson Cavani,64
2022-11-24,Uruguay,South Korea,South Korea,Cho Gue-sung,74
2022-11-24,Uruguay,South Korea,South Korea,Son Jun-ho,74
2022-11-24,Uruguay,South Korea,South Korea,Lee Kang-in,74
2022-11-24,Uruguay,South Korea,Uruguay,Nicolás de la Cruz,79
2022-11-24,Uruguay,South Korea,Uruguay,Matías Viña,79
2022-11-24,Uruguay,South Korea,Uruguay,Guillermo Varela,88
2022-11-24,Portugal,Ghana,Portugal,William Carvalho,56
2022-11-24,Portugal,Ghana,Ghana,Tariq Lamptey,66
2022-11-24,Portugal,Ghana,Portugal,Rafael Leão,77
2022-11-24,Portugal,Ghana,Ghana,Osman Bukari,77
2022-11-24,Portugal,Ghana,Ghana,Jordan Ayew,77
2022-11-24,Portugal,Ghana,Portugal,João Palhinha,88
2022-11-24,Portugal,Ghana,Portugal,Gonçalo Ramos,88
2022-11-24,Portugal,Ghana,Portugal,João Mário,88
2022-11-24,Portugal,Ghana,Ghana,Daniel-Kofi Kyereh,92
2022-11-24,Portugal,Ghana,Ghana,Antoine Semenyo,92
2022-11-24,Brazil,Serbia,Serbia,Ivan Ilić,57
2022-11-24,Brazil,Serbia,Serbia,Nemanja Radonjić,57
2022-11-24,Brazil,Serbia,Serbia,Darko Lazović,66
2022-11-24,Brazil,Serbia,Serbia,Dušan Vlahović,66
2022-11-24,Brazil,Serbia,Brazil,not applicable Fred,75
2022-11-24,Brazil,Serbia,Brazil,not applicable Rodrygo,75
2022-11-24,Brazil,Serbia,Brazil,Gabriel Jesus,79
2022-11-24,Brazil,Serbia,Brazil,not applicable Antony,79
2022-11-24,Brazil,Serbia,Serbia,Nemanja Maksimović,83
2022-11-24,Brazil,Serbia,Brazil,Gabriel Martinelli,87
2022-11-25,Wales,Iran,Wales,Brennan Johnson,57
2022-11-25,Wales,Iran,Wales,Daniel James,57
2022-11-25,Wales,Iran,Iran,Karim Ansarifard,68
2022-11-25,Wales,Iran,Wales,Joe Allen,77
2022-11-25,Wales,Iran,Iran,Mehdi Torabi,77
2022-11-25,Wales,Iran,Iran,Alireza Jahanbakhsh,77
2022-11-25,Wales,Iran,Iran,Rouzbeh Cheshmi,77
2022-11-25,Wales,Iran,Iran,Ali Karimi,83
2022-11-25,Wales,Iran,Wales,Danny Ward,87
2022-11-25,Qatar,Senegal,Senegal,Pathé Ciss,64
2022-11-25,Qatar,Senegal,Qatar,Abdulaziz Hatem,69
2022-11-25,Qatar,Senegal,Qatar,Mohammed Muntari,74
2022-11-25,Qatar,Senegal,Senegal,Iliman Ndiaye,74
