date,home_team,away_team,team,player,minute
2022-11-25,Qatar,Senegal,Senegal,Bamba Dieng,74
2022-11-25,Qatar,Senegal,Senegal,Pape Abou Cissé,78
2022-11-25,Qatar,Senegal,Senegal,Pape Matar Sarr,78
2022-11-25,Qatar,Senegal,Qatar,Mohammed Waad,83
2022-11-25,Qatar,Senegal,Qatar,Tarek Salman,83
2022-11-25,Netherlands,Ecuador,Netherlands,Memphis Depay,46
2022-11-25,Netherlands,Ecuador,Netherlands,Steven Berghuis,69
2022-11-25,Netherlands,Ecuador,Ecuador,Jeremy Sarmiento,74
2022-11-25,Netherlands,Ecuador,Netherlands,Wout Weghorst,79
2022-11-25,Netherlands,Ecuador,Netherlands,Marten de Roon,79
2022-11-25,Netherlands,Ecuador,Ecuador,Romario Ibarra,90
2022-11-25,Netherlands,Ecuador,Ecuador,Kevin Rodríguez,90
2022-11-25,England,United States,England,Jack Grealish,68
2022-11-25,England,United States,England,Jordan Henderson,68
2022-11-25,England,United States,England,Marcus Rashford,77
2022-11-25,England,United States,United States,Brenden Aaronson,77
2022-11-25,England,United States,United States,Shaq Moore,77
2022-11-25,England,United States,United States,Giovanni Reyna,83
2022-11-25,England,United States,United States,Josh Sargent,83
2022-11-26,Tunisia,Australia,Tunisia,Ferjani Sassi,46
2022-11-26,Tunisia,Australia,Australia,Jamie Maclaren,64
2022-11-26,Tunisia,Australia,Australia,Ajdin Hrustic,64
2022-11-26,Tunisia,Australia,Tunisia,Wahbi Khazri,67
2022-11-26,Tunisia,Australia,Tunisia,Wajdi Kechrida,73
2022-11-26,Tunisia,Australia,Tunisia,Taha Yassine Khenissi,73
2022-11-26,Tunisia,Australia,Australia,Miloš Degenek,75
2022-11-26,Tunisia,Australia,Australia,Awer Mabil,85
2022-11-26,Tunisia,Australia,Australia,Keanu Baccus,85
2022-11-26,Poland,Saudi Arabia,Saudi Arabia,Nawaf Al-Abed,46
2022-11-26,Poland,Saudi Arabia,Poland,Jakub Kamiński,63
2022-11-26,Poland,Saudi Arabia,Saudi Arabia,Sultan Al-Ghannam,65
2022-11-26,Poland,Saudi Arabia,Poland,Krzysztof Piątek,71
2022-11-26,Poland,Saudi Arabia,Saudi Arabia,Abdulrahman Al-Aboud,85
2022-11-26,Poland,Saudi Arabia,Saudi Arabia,Nasser Al-Dawsari,85
2022-11-26,Poland,Saudi Arabia,Saudi Arabia,Hattan Bahebri,95
2022-11-26,France,Denmark,Denmark,Martin Braithwaite,46
2022-11-26,France,Denmark,France,Marcus Thuram,63
2022-11-26,France,Denmark,Denmark,Kasper Dolberg,73
2022-11-26,France,Denmark,France,Kingsley Coman,75
2022-11-26,France,Denmark,France,Ibrahima Konaté,75
2022-11-26,France,Denmark,Denmark,Christian Nørgaard,85
2022-11-26,France,Denmark,Denmark,Alexander Bah,92
2022-11-26,France,Denmark,France,Youssouf Fofana,93
2022-11-26,Argentina,Mexico,Mexico,Érick Gutiérrez,42
2022-11-26,Argentina,Mexico,Argentina,Enzo Fernández,57
2022-11-26,Argentina,Mexico,Argentina,Julián Álvarez,63
2022-11-26,Argentina,Mexico,Argentina,Nahuel Molina,63
2022-11-26,Argentina,Mexico,Mexico,Raúl Jiménez,66
2022-11-26,Argentina,Mexico,Mexico,Uriel Antuna,66
2022-11-26,Argentina,Mexico,Argentina,Exequiel Palacios,69
2022-11-26,Argentina,Mexico,Argentina,Cristian Romero,69
2022-11-26,Argentina,Mexico,Mexico,Roberto Alvarado,73
2022-11-27,Japan,Costa Rica,Japan,Hiroki Ito,46
2022-11-27,Japan,Costa Rica,Japan,Takuma Asano,46
2022-11-27,Japan,Costa Rica,Japan,Kaoru Mitoma,62
2022-11-27,Japan,Costa Rica,Costa Rica,Brandon Aguilera,65
2022-11-27,Japan,Costa Rica,Costa Rica,Jewison Bennette,65
2022-11-27,Japan,Costa Rica,Japan,Junya Ito,67
2022-11-27,Japan,Costa Rica,Japan,Takumi Minamino,82
2022-11-27,Japan,Costa Rica,Costa Rica,Youstin Salas,89
2022-11-27,Japan,Costa Rica,Costa Rica,Daniel Chacón,95
2022-11-27,Belgium,Morocco,Belgium,Youri Tielemans,60
2022-11-27,Belgium,Morocco,Belgium,Dries Mertens,60
2022-11-27,Belgium,Morocco,Morocco,Abdelhamid Sabiri,68
2022-11-27,Belgium,Morocco,Morocco,Yahia Attiyat Allah,68
2022-11-27,Belgium,Morocco,Morocco,Zakaria Aboukhlal,73
2022-11-27,Belgium,Morocco,Morocco,Abderrazak Hamdallah,73
2022-11-27,Belgium,Morocco,Belgium,Charles De Ketelaere,75
2022-11-27,Belgium,Morocco,Belgium,Leandro Trossard,75
2022-11-27,Belgium,Morocco,Morocco,Jawad El Yamiq,78
2022-11-27,Belgium,Morocco,Belgium,Romelu Lukaku,81
2022-11-27,Croatia,Canada,Canada,Jonathan Osorio,46
2022-11-27,Croatia,Canada,Canada,Ismaël Koné,46
2022-11-27,Croatia,Canada,Croatia,Bruno Petković,60
2022-11-27,Croatia,Canada,Canada,Junior Hoilett,62
2022-11-27,Croatia,Canada,Croatia,Nikola Vlašić,72
2022-11-27,Croatia,Canada,Canada,Lucas Cavallini,72
2022-11-27,Croatia,Canada,Canada,Sam Adekugbe,72
2022-11-27,Croatia,Canada,Croatia,Mislav Oršić,86
2022-11-27,Croatia,Canada,Croatia,Lovro Majer,86
2022-11-27,Croatia,Canada,Croatia,Mario Pašalić,86
2022-11-27,Spain,Germany,Spain,Álvaro Morata,54
2022-11-27,Spain,Germany,Spain,not applicable Koke,66
2022-11-27,Spain,Germany,Spain,Nico Williams,66
2022-11-27,Spain,Germany,Germany,Niclas Füllkrug,70
2022-11-27,Spain,Germany,Germany,Lukas Klostermann,70
2022-11-27,Spain,Germany,Germany,Leroy Sané,70
2022-11-27,Spain,Germany,Spain,Alejandro Balde,82
2022-11-27,Spain,Germany,Germany,Jonas Hofmann,85
2022-11-27,Spain,Germany,Germany,Nico Schlotterbeck,87
2022-11-28,Cameroon,Serbia,Cameroon,Vincent Aboubakar,55
2022-11-28,Cameroon,Serbia,Serbia,Stefan Mitrović,55
2022-11-28,Cameroon,Serbia,Cameroon,Christian Bassogog,67
2022-11-28,Cameroon,Serbia,Cameroon,Gaël Ondoua,67
2022-11-28,Cameroon,Serbia,Serbia,Srđan Babić,78
2022-11-28,Cameroon,Serbia,Serbia,Nemanja Radonjić,78
2022-11-28,Cameroon,Serbia,Serbia,Marko Grujić,78
2022-11-28,Cameroon,Serbia,Cameroon,Samuel Gouet,81
2022-11-28,Cameroon,Serbia,Cameroon,Georges-Kévin Nkoudou,81
2022-11-28,Cameroon,Serbia,Serbia,Filip Đuričić,92
2022-11-28,South Korea,Ghana,South Korea,Na Sang-ho,46
2022-11-28,South Korea,Ghana,South Korea,Lee Kang-in,57
2022-11-28,South Korea,Ghana,South Korea,Hwang Ui-jo,78
2022-11-28,South Korea,Ghana,Ghana,Kamaldeen Sulemana,78
2022-11-28,South Korea,Ghana,Ghana,Daniel-Kofi Kyereh,78
2022-11-28,South Korea,Ghana,Ghana,Denis Odoi,78
2022-11-28,South Korea,Ghana,Ghana,Alexander Djiku,83
2022-11-28,South Korea,Ghana,Ghana,Baba Rahman,88
2022-11-28,South Korea,Ghana,South Korea,Kwon Kyung-won,92
2022-11-28,Brazil,Switzerland,Brazil,not applicable Rodrygo,46
2022-11-28,Brazil,Switzerland,Brazil,Bruno Guimarães,58
2022-11-28,Brazil,Switzerland,Switzerland,Edimilson Fernandes,58
2022-11-28,Brazil,Switzerland,Switzerland,Renato Steffen,58
2022-11-28,Brazil,Switzerland,Brazil,Gabriel Jesus,73
2022-11-28,Brazil,Switzerland,Brazil,not applicable Antony,73
2022-11-28,Brazil,Switzerland,Switzerland,Michel Aebischer,76
2022-11-28,Brazil,Switzerland,Switzerland,Haris Seferovic,76
2022-11-28,Brazil,Switzerland,Brazil,Alex Telles,86
2022-11-28,Brazil,Switzerland,Switzerland,Fabian Frei,86
2022-11-28,Portugal,Uruguay,Portugal,Raphaël Guerreiro,42
2022-11-28,Portugal,Uruguay,Uruguay,Facundo Pellistri,62
2022-11-28,Portugal,Uruguay,Uruguay,Giorgian De Arrascaeta,62
2022-11-28,Portugal,Uruguay,Portugal,Rafael Leão,69
2022-11-28,Portugal,Uruguay,Uruguay,Maxi Gómez,72
2022-11-28,Portugal,Uruguay,Uruguay,Luis Suárez,72
2022-11-28,Portugal,Uruguay,Portugal,Matheus Nunes,82
2022-11-28,Portugal,Uruguay,Portugal,Gonçalo Ramos,82
2022-11-28,Portugal,Uruguay,Portugal,João Palhinha,82
2022-11-28,Portugal,Uruguay,Uruguay,Matías Viña,86
2022-11-29,Ecuador,Senegal,Ecuador,José Cifuentes,46
2022-11-29,Ecuador,Senegal,Ecuador,Jeremy Sarmiento,46
2022-11-29,Ecuador,Senegal,Ecuador,Djorkaeff Reasco,64
2022-11-29,Ecuador,Senegal,Senegal,Nampalys Mendy,74
2022-11-29,Ecuador,Senegal,Senegal,Bamba Dieng,74
2022-11-29,Ecuador,Senegal,Ecuador,Jackson Porozo,85
2022-11-29,Ecuador,Senegal,Senegal,Pape Abou Cissé,95
2022-11-29,Netherlands,Qatar,Qatar,Ali Assadalla,64
2022-11-29,Netherlands,Qatar,Qatar,Karim Boudiaf,64
2022-11-29,Netherlands,Qatar,Qatar,Mohammed Muntari,64
2022-11-29,Netherlands,Qatar,Netherlands,Steven Berghuis,66
2022-11-29,Netherlands,Qatar,Netherlands,Vincent Janssen,66
2022-11-29,Netherlands,Qatar,Netherlands,Wout Weghorst,82
2022-11-29,Netherlands,Qatar,Netherlands,Teun Koopmeiners,82
2022-11-29,Netherlands,Qatar,Qatar,Musab Kheder,85
2022-11-29,Netherlands,Qatar,Qatar,Ahmed Alaaeldin,85
2022-11-29,Netherlands,Qatar,Netherlands,Kenneth Taylor,86
2022-11-29,Iran,United States,Iran,Ali Karimi,47
2022-11-29,Iran,United States,Iran,Saman Ghoddos,46
2022-11-29,Iran,United States,United States,Brenden Aaronson,46
2022-11-29,Iran,United States,United States,Kellyn Acosta,65
2022-11-29,Iran,United States,Iran,Mehdi Torabi,71
2022-11-29,Iran,United States,Iran,Abolfazl Jalali,71
2022-11-29,Iran,United States,Iran,Karim Ansarifard,77
2022-11-29,Iran,United States,United States,Haji Wright,77
2022-11-29,Iran,United States,United States,Shaq Moore,82
2022-11-29,Iran,United States,United States,Walker Zimmerman,82
2022-11-29,Wales,England,Wales,Connor Roberts,36
2022-11-29,Wales,England,Wales,Brennan Johnson,46
2022-11-29,Wales,England,Wales,Joe Morrell,57
2022-11-29,Wales,England,England,Trent Alexander-Arnold,57
2022-11-29,Wales,England,England,Callum Wilson,57
2022-11-29,Wales,England,England,Kalvin Phillips,57
2022-11-29,Wales,England,England,Kieran Trippier,65
2022-11-29,Wales,England,England,Jack Grealish,75
2022-11-29,Wales,England,Wales,Harry Wilson,77
2022-11-29,Wales,England,Wales,Rubin Colwill,81
2022-11-30,Australia,Denmark,Australia,Keanu Baccus,46
2022-11-30,Australia,Denmark,Denmark,Alexander Bah,46
2022-11-30,Australia,Denmark,Denmark,Kasper Dolberg,59
2022-11-30,Australia,Denmark,Denmark,Mikkel Damsgaard,59
2022-11-30,Australia,Denmark,Denmark,Robert Skov,69
2022-11-30,Australia,Denmark,Denmark,Andreas Cornelius,69
2022-11-30,Australia,Denmark,Australia,Bailey Wright,74
2022-11-30,Australia,Denmark,Australia,Jamie Maclaren,82
2022-11-30,Australia,Denmark,Australia,Ajdin Hrustic,89
2022-11-30,Tunisia,France,Tunisia,Issam Jebali,60
2022-11-30,Tunisia,France,France,William Saliba,63
2022-11-30,Tunisia,France,France,Kylian Mbappé,63
2022-11-30,Tunisia,France,France,Adrien Rabiot,63
2022-11-30,Tunisia,France,France,Antoine Griezmann,73
2022-11-30,Tunisia,France,Tunisia,Ghailene Chaalali,74
2022-11-30,Tunisia,France,France,Ousmane Dembélé,79
2022-11-30,Tunisia,France,Tunisia,Ali Abdi,83
2022-11-30,Poland,Argentina,Poland,Michał Skóraś,46
2022-11-30,Poland,Argentina,Poland,Jakub Kamiński,46
2022-11-30,Poland,Argentina,Argentina,Leandro Paredes,59
2022-11-30,Poland,Argentina,Argentina,Nicolás Tagliafico,59
2022-11-30,Poland,Argentina,Poland,Damian Szymański,62
2022-11-30,Poland,Argentina,Poland,Artur Jędrzejczyk,72
2022-11-30,Poland,Argentina,Argentina,Germán Pezzella,79
2022-11-30,Poland,Argentina,Argentina,Lautaro Martínez,79
2022-11-30,Poland,Argentina,Poland,Krzysztof Piątek,83
2022-11-30,Poland,Argentina,Argentina,Thiago Almada,83
2022-11-30,Saudi Arabia,Mexico,Saudi Arabia,Riyadh Sharahili,37
2022-11-30,Saudi Arabia,Mexico,Saudi Arabia,Abdullah Madu,46
2022-11-30,Saudi Arabia,Mexico,Mexico,Uriel Antuna,46
2022-11-30,Saudi Arabia,Mexico,Saudi Arabia,Abdulrahman Al-Aboud,62
2022-11-30,Saudi Arabia,Mexico,Mexico,Raúl Jiménez,77
2022-11-30,Saudi Arabia,Mexico,Mexico,Carlos Rodríguez,77
2022-11-30,Saudi Arabia,Mexico,Mexico,Kevin Álvarez,86
2022-11-30,Saudi Arabia,Mexico,Mexico,Rogelio Funes Mori,86
2022-11-30,Saudi Arabia,Mexico,Saudi Arabia,Hattan Bahebri,88
2022-12-01,Canada,Morocco,Canada,Jonathan David,60
2022-12-01,Canada,Morocco,Canada,Atiba Hutchinson,60
2022-12-01,Canada,Morocco,Canada,Ismaël Koné,60
2022-12-01,Canada,Morocco,Canada,Richie Laryea,65
2022-12-01,Canada,Morocco,Morocco,Zakaria Aboukhlal,65
2022-12-01,Canada,Morocco,Morocco,Selim Amallah,65
2022-12-01,Canada,Morocco,Canada,David Wotherspoon,76
2022-12-01,Canada,Morocco,Morocco,Abderrazak Hamdallah,76
2022-12-01,Canada,Morocco,Morocco,Jawad El Yamiq,76
2022-12-01,Canada,Morocco,Morocco,Yahya Jabrane,85
2022-12-01,Croatia,Belgium,Belgium,Romelu Lukaku,46
2022-12-01,Croatia,Belgium,Belgium,Thorgan Hazard,59
2022-12-01,Croatia,Belgium,Croatia,Bruno Petković,64
2022-12-01,Croatia,Belgium,Croatia,Mario Pašalić,64
2022-12-01,Croatia,Belgium,Belgium,Jérémy Doku,72
2022-12-01,Croatia,Belgium,Belgium,Youri Tielemans,72
2022-12-01,Croatia,Belgium,Belgium,Eden Hazard,87
2022-12-01,Croatia,Belgium,Croatia,Lovro Majer,92
2022-12-01,Costa Rica,Germany,Costa Rica,Youstin Salas,46
2022-12-01,Costa Rica,Germany,Germany,Lukas Klostermann,46
2022-12-01,Costa Rica,Germany,Germany,Niclas Füllkrug,55
2022-12-01,Costa Rica,Germany,Germany,Kai Havertz,66
2022-12-01,Costa Rica,Germany,Germany,Mario Götze,66
2022-12-01,Costa Rica,Germany,Costa Rica,Rónald Matarrita,74
2022-12-01,Costa Rica,Germany,Costa Rica,Jewison Bennette,74
2022-12-01,Costa Rica,Germany,Costa Rica,Anthony Contreras,93
2022-12-01,Costa Rica,Germany,Costa Rica,Roan Wilson,93
2022-12-01,Costa Rica,Germany,Germany,Matthias Ginter,93
2022-12-01,Japan,Spain,Japan,Ritsu Dōan,46
2022-12-01,Japan,Spain,Japan,Kaoru Mitoma,46
2022-12-01,Japan,Spain,Spain,Dani Carvajal,46
2022-12-01,Japan,Spain,Spain,Ferran Torres,57
2022-12-01,Japan,Spain,Spain,Marco Asensio,57
2022-12-01,Japan,Spain,Japan,Takuma Asano,62
2022-12-01,Japan,Spain,Japan,Takehiro Tomiyasu,68
2022-12-01,Japan,Spain,Spain,Ansu Fati,68
2022-12-01,Japan,Spain,Spain,Jordi Alba,68
2022-12-01,Japan,Spain,Japan,Wataru Endo,87
2022-12-02,Ghana,Uruguay,Uruguay,Matías Vecino,34
2022-12-02,Ghana,Uruguay,Ghana,Kamaldeen Sulemana,46
2022-12-02,Ghana,Uruguay,Ghana,Osman Bukari,46
2022-12-02,Ghana,Uruguay,Uruguay,Edinson Cavani,66
2022-12-02,Ghana,Uruguay,Uruguay,Nicolás de la Cruz,66
2022-12-02,Ghana,Uruguay,Ghana,Antoine Semenyo,72
2022-12-02,Ghana,Uruguay,Ghana,Daniel-Kofi Kyereh,72
2022-12-02,Ghana,Uruguay,Uruguay,Maxi Gómez,80
2022-12-02,Ghana,Uruguay,Uruguay,Agustín Canobbio,80
2022-12-02,Ghana,Uruguay,Ghana,Abdul Fatawu Issahaku,98
2022-12-02,South Korea,Portugal,South Korea,Hee-chan Hwang,65
2022-12-02,South Korea,Portugal,Portugal,João Palhinha,65
2022-12-02,South Korea,Portugal,Portugal,Rafael Leão,65
2022-12-02,South Korea,Portugal,Portugal,André Silva,65
2022-12-02,South Korea,Portugal,South Korea,Hwang Ui-jo,81
2022-12-02,South Korea,Portugal,South Korea,Son Jun-ho,81
2022-12-02,South Korea,Portugal,Portugal,Bernardo Silva,81
2022-12-02,South Korea,Portugal,Portugal,William Carvalho,81
2022-12-02,South Korea,Portugal,South Korea,Cho Yu-min,93
2022-12-02,Cameroon,Brazil,Brazil,not applicable Marquinhos,54
2022-12-02,Cameroon,Brazil,Brazil,Éverton Ribeiro,54
2022-12-02,Cameroon,Brazil,Brazil,Bruno Guimarães,54
2022-12-02,Cameroon,Brazil,Cameroon,Karl Toko Ekambi,64
2022-12-02,Cameroon,Brazil,Brazil,not applicable Pedro,64
2022-12-02,Cameroon,Brazil,Cameroon,Olivier Ntcham,68
2022-12-02,Cameroon,Brazil,Brazil,not applicable Raphinha,79
2022-12-02,Cameroon,Brazil,Cameroon,Jerome Ngom Mbekeli,86
2022-12-02,Serbia,Switzerland,Serbia,Nemanja Gudelj,55
2022-12-02,Serbia,Switzerland,Serbia,Luka Jović,55
2022-12-02,Serbia,Switzerland,Serbia,Nemanja Maksimović,68
2022-12-02,Serbia,Switzerland,Switzerland,Edimilson Fernandes,69
2022-12-02,Serbia,Switzerland,Switzerland,Denis Zakaria,69
2022-12-02,Serbia,Switzerland,Serbia,Filip Đuričić,78
2022-12-02,Serbia,Switzerland,Serbia,Nemanja Radonjić,78
2022-12-02,Serbia,Switzerland,Switzerland,Christian Fassnacht,83
2022-12-02,Serbia,Switzerland,Switzerland,Noah Okafor,96
2022-12-03,Netherlands,United States,Netherlands,Teun Koopmeiners,46
2022-12-03,Netherlands,United States,Netherlands,Steven Bergwijn,46
2022-12-03,Netherlands,United States,United States,Giovanni Reyna,46
2022-12-03,Netherlands,United States,United States,Brenden Aaronson,67
2022-12-03,Netherlands,United States,United States,Haji Wright,67
2022-12-03,Netherlands,United States,United States,DeAndre Yedlin,75
2022-12-03,Netherlands,United States,Netherlands,Xavi Simons,83
2022-12-03,Netherlands,United States,United States,Jordan Morris,92
2022-12-03,Netherlands,United States,Netherlands,Matthijs de Ligt,93
2022-12-03,Netherlands,United States,Netherlands,Wout Weghorst,93
2022-12-03,Argentina,Australia,Argentina,Lisandro Martínez,50
2022-12-03,Argentina,Australia,Australia,Ajdin Hrustic,58
2022-12-03,Argentina,Australia,Australia,Craig Goodwin,58
2022-12-03,Argentina,Australia,Argentina,Lautaro Martínez,71
2022-12-03,Argentina,Australia,Argentina,Nicolás Tagliafico,71
2022-12-03,Argentina,Australia,Australia,Garang Kuol,71
2022-12-03,Argentina,Australia,Australia,Jamie Maclaren,71
2022-12-03,Argentina,Australia,Australia,Fran Karačić,71
2022-12-03,Argentina,Australia,Argentina,Exequiel Palacios,80
2022-12-03,Argentina,Australia,Argentina,Gonzalo Montiel,80
2022-12-04,France,Poland,Poland,Arkadiusz Milik,64
2022-12-04,France,Poland,France,Youssouf Fofana,66
2022-12-04,France,Poland,Poland,Nicola Zalewski,71
2022-12-04,France,Poland,Poland,Krystian Bielik,71
2022-12-04,France,Poland,France,Kingsley Coman,76
2022-12-04,France,Poland,France,Marcus Thuram,76
2022-12-04,France,Poland,Poland,Jan Bednarek,87
2022-12-04,France,Poland,Poland,Kamil Grosicki,87
2022-12-04,France,Poland,France,Axel Disasi,92
2022-12-04,England,Senegal,Senegal,Pape Matar Sarr,46
2022-12-04,England,Senegal,Senegal,Bamba Dieng,46
2022-12-04,England,Senegal,Senegal,Pape Gueye,46
2022-12-04,England,Senegal,England,Marcus Rashford,65
2022-12-04,England,Senegal,England,Jack Grealish,65
2022-12-04,England,Senegal,Senegal,Famara Diédhiou,72
2022-12-04,England,Senegal,England,Mason Mount,76
2022-12-04,England,Senegal,England,Eric Dier,76
2022-12-04,England,Senegal,England,Kalvin Phillips,82
2022-12-04,England,Senegal,Senegal,Fodé Ballo-Touré,84
2022-12-05,Japan,Croatia,Croatia,Ante Budimir,62
2022-12-05,Japan,Croatia,Japan,Kaoru Mitoma,64
2022-12-05,Japan,Croatia,Japan,Takuma Asano,64
2022-12-05,Japan,Croatia,Croatia,Mario Pašalić,68
2022-12-05,Japan,Croatia,Japan,Hiroki Sakai,75
2022-12-05,Japan,Croatia,Japan,Takumi Minamino,87
2022-12-05,Japan,Croatia,Croatia,Nikola Vlašić,99
2022-12-05,Japan,Croatia,Croatia,Lovro Majer,99
2022-12-05,Japan,Croatia,Japan,Ao Tanaka,106
2022-12-05,Japan,Croatia,Croatia,Marko Livaja,106
2022-12-05,Japan,Croatia,Croatia,Mislav Oršić,106
2022-12-05,Brazil,South Korea,South Korea,Chul Hong,46
2022-12-05,Brazil,South Korea,South Korea,Son Jun-ho,46
2022-12-05,Brazil,South Korea,Brazil,Dani Alves,63
2022-12-05,Brazil,South Korea,South Korea,Paik Seung-ho,65
2022-12-05,Brazil,South Korea,Brazil,Gabriel Martinelli,72
2022-12-05,Brazil,South Korea,Brazil,not applicable Bremer,72
2022-12-05,Brazil,South Korea,South Korea,Lee Kang-in,74
2022-12-05,Brazil,South Korea,Brazil,not applicable Weverton,80
2022-12-05,Brazil,South Korea,Brazil,not applicable Rodrygo,80
2022-12-05,Brazil,South Korea,South Korea,Hwang Ui-jo,80
2022-12-06,Morocco,Spain,Spain,Álvaro Morata,63
2022-12-06,Morocco,Spain,Spain,Carlos Soler,63
2022-12-06,Morocco,Spain,Morocco,Abde Ezzalzouli,66
2022-12-06,Morocco,Spain,Spain,Nico Williams,75
2022-12-06,Morocco,Spain,Morocco,Abdelhamid Sabiri,82
2022-12-06,Morocco,Spain,Morocco,Walid Cheddira,82
2022-12-06,Morocco,Spain,Morocco,Yahia Attiyat Allah,82
2022-12-06,Morocco,Spain,Morocco,Jawad El Yamiq,84
2022-12-06,Morocco,Spain,Spain,Alejandro Balde,98
2022-12-06,Morocco,Spain,Spain,Ansu Fati,98
2022-12-06,Morocco,Spain,Spain,Pablo Sarabia,118
2022-12-06,Morocco,Spain,Morocco,Badr Benoun,120
2022-12-06,Portugal,Switzerland,Switzerland,Eray Cömert,46
2022-12-06,Portugal,Switzerland,Switzerland,Denis Zakaria,54
2022-12-06,Portugal,Switzerland,Switzerland,Haris Seferovic,54
2022-12-06,Portugal,Switzerland,Switzerland,Noah Okafor,66
2022-12-06,Portugal,Switzerland,Portugal,Ricardo Horta,74
2022-12-06,Portugal,Switzerland,Portugal,not applicable Vitinha,74
2022-12-06,Portugal,Switzerland,Portugal,Cristiano Ronaldo,74
2022-12-06,Portugal,Switzerland,Portugal,Rúben Neves,81
2022-12-06,Portugal,Switzerland,Portugal,Rafael Leão,87
2022-12-06,Portugal,Switzerland,Switzerland,Ardon Jashari,89
2022-12-09,Croatia,Brazil,Brazil,not applicable Antony,56
2022-12-09,Croatia,Brazil,Brazil,not applicable Rodrygo,64
2022-12-09,Croatia,Brazil,Croatia,Bruno Petković,72
2022-12-09,Croatia,Brazil,Croatia,Nikola Vlašić,72
2022-12-09,Croatia,Brazil,Brazil,not applicable Pedro,84
2022-12-09,Croatia,Brazil,Croatia,Lovro Majer,106
2022-12-09,Croatia,Brazil,Brazil,Alex Sandro,106
2022-12-09,Croatia,Brazil,Brazil,not applicable Fred,106
2022-12-09,Croatia,Brazil,Croatia,Ante Budimir,110
2022-12-09,Croatia,Brazil,Croatia,Mislav Oršić,114
2022-12-09,Netherlands,Argentina,Netherlands,Steven Berghuis,46
2022-12-09,Netherlands,Argentina,Netherlands,Teun Koopmeiners,46
2022-12-09,Netherlands,Argentina,Netherlands,Luuk de Jong,64
2022-12-09,Netherlands,Argentina,Argentina,Leandro Paredes,67
2022-12-09,Netherlands,Argentina,Netherlands,Wout Weghorst,78
2022-12-09,Netherlands,Argentina,Argentina,Nicolás Tagliafico,78
2022-12-09,Netherlands,Argentina,Argentina,Germán Pezzella,78
2022-12-09,Netherlands,Argentina,Argentina,Lautaro Martínez,82
2022-12-09,Netherlands,Argentina,Argentina,Gonzalo Montiel,106
2022-12-09,Netherlands,Argentina,Argentina,Ángel Di María,112
2022-12-09,Netherlands,Argentina,Netherlands,Noa Lang,113
2022-12-10,Morocco,Portugal,Portugal,João Cancelo,51
2022-12-10,Morocco,Portugal,Portugal,Cristiano Ronaldo,51
2022-12-10,Morocco,Portugal,Morocco,Achraf Dari,57
2022-12-10,Morocco,Portugal,Morocco,Walid Cheddira,65
2022-12-10,Morocco,Portugal,Morocco,Badr Benoun,65
2022-12-10,Morocco,Portugal,Portugal,Rafael Leão,69
2022-12-10,Morocco,Portugal,Portugal,not applicable Vitinha,69
2022-12-10,Morocco,Portugal,Portugal,Ricardo Horta,79
2022-12-10,Morocco,Portugal,Morocco,Zakaria Aboukhlal,82
2022-12-10,Morocco,Portugal,Morocco,Yahya Jabrane,82
2022-12-10,England,France,England,Mason Mount,79
2022-12-10,England,France,England,Raheem Sterling,79
2022-12-10,England,France,France,Kingsley Coman,79
2022-12-10,England,France,England,Marcus Rashford,85
2022-12-10,England,France,England,Jack Grealish,98
2022-12-13,Argentina,Croatia,Croatia,Mislav Oršić,46
2022-12-13,Argentina,Croatia,Croatia,Nikola Vlašić,46
2022-12-13,Argentina,Croatia,Croatia,Bruno Petković,50
2022-12-13,Argentina,Croatia,Argentina,Lisandro Martínez,62
2022-12-13,Argentina,Croatia,Croatia,Marko Livaja,72
