Rk,Player,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
232,Rafael Leão,FW,pt Portugal,24,1999,4,4,287,3.2,0,0,0,0,0,0,2,0,0.2,0.2,0.5,0.7,28,13,32,0.00,0.00,0.00,0.00,0.00,0.06,0.15,0.21,0.06,0.21,Matches
233,Robert Lewandowski,FW,pl Poland,35,1988,2,1,121,1.3,1,0,1,0,1,1,1,0,1.0,0.2,0.1,0.2,0,2,5,0.74,0.00,0.74,0.00,0.00,0.71,0.05,0.76,0.12,0.17,Matches
234,Philipp Lienhart,DF,at Austria,27,1996,3,3,214,2.4,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,2,8,0,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.11,0.11,0.11,Matches
235,Ondřej Lingr,"MF,FW",cz Czechia,25,1998,3,0,83,0.9,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,1,2,6,0.00,0.00,0.00,0.00,0.00,0.51,0.00,0.51,0.51,0.51,Matches
236,Dominik Livaković,GK,hr Croatia,29,1995,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
237,Stanislav Lobotka,MF,sk Slovakia,29,1994,4,4,390,4.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,8,17,1,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.03,0.01,0.03,Matches
238,Saba Lobzhanidze,FW,ge Georgia,29,1994,1,0,9,0.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,0,2,0.00,0.00,0.00,0.00,0.00,1.82,0.00,1.82,1.82,1.82,Matches
239,Luka Lochoshvili,"DF,MF",ge Georgia,25,1998,4,2,170,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,1,2,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
240,Fermin López,MF,es Spain,20,2003,1,0,29,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,1,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.17,0.17,0.17,Matches
241,Romelu Lukaku,FW,be Belgium,30,1993,4,4,359,4.0,0,1,1,0,0,0,0,0,1.7,1.7,0.2,1.9,6,3,19,0.00,0.25,0.25,0.00,0.25,0.42,0.06,0.48,0.42,0.48,Matches
242,Dodi Lukebakio,"FW,DF",be Belgium,26,1997,3,1,65,0.7,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.4,3,1,13,0.00,0.00,0.00,0.00,0.00,0.33,0.19,0.52,0.33,0.52,Matches
243,Saša Lukić,MF,rs Serbia,27,1996,3,3,209,2.3,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,5,5,7,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
244,Andriy Lunin,GK,ua Ukraine,24,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
245,Mike Maignan,GK,fr France,28,1995,6,6,570,6.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
246,Kobbie Mainoo,MF,eng England,18,2005,6,4,368,4.1,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,6,13,13,0.00,0.00,0.00,0.00,0.00,0.07,0.01,0.08,0.07,0.08,Matches
247,Lovro Majer,"FW,MF",hr Croatia,26,1998,3,2,146,1.6,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,4,11,10,0.00,0.00,0.00,0.00,0.00,0.11,0.20,0.31,0.11,0.31,Matches
248,Donyell Malen,FW,nl Netherlands,25,1999,4,2,190,2.1,2,0,2,2,0,0,1,0,1.9,1.9,0.2,2.1,12,7,24,0.95,0.00,0.95,0.95,0.95,0.89,0.11,1.00,0.89,1.00,Matches
249,Ruslan Malinovskyi,MF,ua Ukraine,30,1993,3,0,35,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.3,1,4,0,0.00,0.00,0.00,0.00,0.00,0.19,0.71,0.90,0.19,0.90,Matches
250,Giorgi Mamardashvili,GK,ge Georgia,23,2000,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
251,Dennis Man,MF,ro Romania,25,1998,4,3,266,3.0,0,2,2,0,0,0,0,0,0.3,0.3,1.0,1.3,5,5,19,0.00,0.68,0.68,0.00,0.68,0.11,0.32,0.43,0.11,0.43,Matches
252,Rey Manaj,FW,al Albania,26,1997,3,2,156,1.7,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,0,0,4,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.21,0.21,0.21,Matches
253,Gianluca Mancini,DF,it Italy,27,1996,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
254,Orel Mangala,MF,be Belgium,25,1998,4,1,133,1.5,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,0,6,2,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.12,0.00,0.12,Matches
255,Marius Marin,MF,ro Romania,25,1998,4,4,302,3.4,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,0,6,2,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,Matches
256,Răzvan Marin,MF,ro Romania,27,1996,4,4,355,3.9,2,0,2,1,1,1,1,0,0.9,0.1,0.1,0.2,3,11,5,0.51,0.00,0.51,0.25,0.25,0.24,0.01,0.25,0.04,0.05,Matches
257,Ádám Martin,"FW,DF",hu Hungary,29,1994,3,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.18,0.00,0.18,Matches
258,Mykola Matviyenko,DF,ua Ukraine,27,1996,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,7,11,1,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07,Matches
259,Kylian Mbappé,FW,fr France,25,1998,5,5,464,5.2,1,1,2,0,1,1,1,0,2.9,2.1,0.7,2.8,28,27,55,0.19,0.19,0.39,0.00,0.19,0.57,0.13,0.69,0.41,0.54,Matches
260,John McGinn,"MF,FW",sct Scotland,29,1994,3,3,230,2.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,4,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
261,Callum McGregor,MF,sct Scotland,30,1993,3,3,246,2.7,0,1,1,0,0,0,0,0,0.1,0.1,0.1,0.3,0,5,3,0.00,0.37,0.37,0.00,0.37,0.05,0.05,0.10,0.05,0.10,Matches
262,Scott McKenna,DF,sct Scotland,27,1996,3,1,134,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,3,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
263,Kenny McLean,MF,sct Scotland,32,1992,3,0,44,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
264,Scott McTominay,MF,sct Scotland,27,1996,3,3,270,3.0,1,0,1,1,0,0,2,0,0.3,0.3,0.1,0.4,2,4,4,0.33,0.00,0.33,0.33,0.33,0.10,0.04,0.14,0.10,0.14,Matches
265,Anzor Mekvabishvili,MF,ge Georgia,22,2001,3,2,188,2.1,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,2,8,4,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches
266,Memphis,"FW,MF",nl Netherlands,29,1994,6,6,457,5.1,1,1,2,1,0,0,0,0,2.0,2.0,1.2,3.1,6,13,30,0.20,0.20,0.39,0.20,0.39,0.39,0.23,0.62,0.39,0.62,Matches
267,Nuno Mendes,DF,pt Portugal,21,2002,4,4,419,4.7,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,11,31,25,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06,Matches
268,Mikel Merino,"MF,FW",es Spain,27,1996,7,1,182,2.0,1,0,1,1,0,0,0,0,0.6,0.6,0.4,1.0,2,17,13,0.49,0.00,0.49,0.49,0.49,0.35,0.26,0.61,0.35,0.61,Matches
269,Valentin Mihaila,MF,ro Romania,23,2000,3,1,115,1.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,2,5,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09,Matches
270,Srđan Mijailović,DF,rs Serbia,30,1993,1,1,72,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
271,Georges Mikautadze,FW,ge Georgia,23,2000,4,4,345,3.8,3,1,4,1,2,2,0,0,2.3,0.7,0.5,1.2,4,7,16,0.78,0.26,1.04,0.26,0.52,0.59,0.13,0.71,0.18,0.30,Matches
272,Nikola Milenković,DF,rs Serbia,26,1997,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,9,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
273,Sergej Milinković-Savić,MF,rs Serbia,28,1995,3,1,121,1.3,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,3,7,7,0.00,0.00,0.00,0.00,0.00,0.18,0.05,0.23,0.18,0.23,Matches
274,Mario Mitaj,DF,al Albania,20,2003,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,6,4,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
275,Aleksandar Mitrović,FW,rs Serbia,29,1994,3,3,240,2.7,0,0,0,0,0,0,1,0,1.2,1.2,0.0,1.2,0,2,10,0.00,0.00,0.00,0.00,0.00,0.44,0.00,0.44,0.44,0.44,Matches
276,Maximilian Mittelstädt,DF,de Germany,26,1997,4,3,304,3.4,0,1,1,0,0,0,2,0,0.1,0.1,0.4,0.6,8,10,39,0.00,0.30,0.30,0.00,0.30,0.04,0.14,0.18,0.04,0.18,Matches
277,Filip Mladenović,DF,rs Serbia,32,1991,3,1,111,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,2,9,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
278,Jan Mlakar,MF,si Slovenia,25,1998,4,4,295,3.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,6,5,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.04,0.04,0.04,Matches
279,Jakub Moder,MF,pl Poland,24,1999,3,1,180,2.0,0,0,0,0,0,0,1,0,0.6,0.6,0.0,0.6,2,8,4,0.00,0.00,0.00,0.00,0.00,0.32,0.00,0.32,0.32,0.32,Matches
280,Luka Modrić,MF,hr Croatia,38,1985,3,3,233,2.6,1,0,1,1,0,1,1,0,1.0,0.1,0.6,0.7,11,21,8,0.39,0.00,0.39,0.39,0.39,0.37,0.25,0.62,0.03,0.28,Matches
281,Vasile Mogos,DF,ro Romania,31,1992,1,1,37,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
282,Álvaro Morata,FW,es Spain,31,1992,7,6,449,5.0,1,1,2,1,0,0,2,0,1.4,1.4,0.5,1.9,4,6,28,0.20,0.20,0.40,0.20,0.40,0.28,0.10,0.37,0.28,0.37,Matches
283,Lewis Morgan,DF,sct Scotland,27,1996,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,1.79,0.00,1.79,1.79,1.79,Matches
284,Ernest Muçi,FW,al Albania,22,2001,2,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
285,Mykhailo Mudryk,"FW,MF",ua Ukraine,23,2001,2,2,174,1.9,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.9,11,7,16,0.00,0.00,0.00,0.00,0.00,0.23,0.22,0.44,0.23,0.44,Matches
286,Mert Müldür,"DF,MF",tr Türkiye,24,1999,4,4,345,3.8,1,0,1,1,0,0,1,0,0.6,0.6,0.0,0.6,11,12,13,0.26,0.00,0.26,0.26,0.26,0.14,0.01,0.15,0.14,0.15,Matches
287,Thomas Müller,"MF,FW",de Germany,34,1989,2,0,58,0.6,0,1,1,0,0,0,0,0,0.4,0.4,0.3,0.7,2,3,8,0.00,1.55,1.55,0.00,1.55,1.19,0.99,2.17,1.19,2.17,Matches
288,Jamal Musiala,FW,de Germany,20,2003,5,5,419,4.7,3,0,3,3,0,0,0,0,1.0,1.0,0.2,1.3,28,22,34,0.64,0.00,0.64,0.64,0.64,0.24,0.05,0.29,0.24,0.29,Matches
289,Phillipp Mwene,DF,at Austria,30,1994,3,3,194,2.2,0,1,1,0,0,0,1,0,0.0,0.0,0.1,0.1,6,7,18,0.00,0.46,0.46,0.00,0.46,0.00,0.05,0.05,0.00,0.05,Matches
290,Vitaliy Mykolenko,DF,ua Ukraine,24,1999,1,1,57,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,1,6,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.18,0.00,0.18,Matches
291,Joakim Mæhle,"DF,MF",dk Denmark,26,1997,4,3,283,3.1,0,0,0,0,0,0,2,0,0.1,0.1,0.4,0.5,12,10,21,0.00,0.00,0.00,0.00,0.00,0.04,0.12,0.16,0.04,0.16,Matches
292,Nacho,DF,es Spain,34,1990,4,2,263,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,6,1,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
293,Ádám Nagy,MF,hu Hungary,28,1995,3,2,159,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,8,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
294,Zsolt Nagy,DF,hu Hungary,30,1993,2,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
295,Jesús Navas,DF,es Spain,38,1985,3,2,157,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,6,0,11,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.12,0.00,0.12,Matches
296,Dan Ndoye,"MF,DF",ch Switzerland,23,2000,5,5,407,4.5,1,0,1,1,0,0,1,0,1.6,1.6,0.1,1.7,20,9,31,0.22,0.00,0.22,0.22,0.22,0.34,0.03,0.37,0.34,0.37,Matches
297,Pedro Neto,"DF,FW",pt Portugal,23,2000,3,1,120,1.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,16,5,19,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
298,Manuel Neuer,GK,de Germany,37,1986,5,5,480,5.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
299,João Neves,MF,pt Portugal,19,2004,2,1,77,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,8,3,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches
300,Rúben Neves,MF,pt Portugal,26,1997,4,0,125,1.4,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.1,3,12,6,0.00,0.00,0.00,0.00,0.00,0.05,0.07,0.12,0.05,0.12,Matches
301,Florin Niță,GK,ro Romania,36,1987,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
302,Matheus Nunes,MF,pt Portugal,25,1998,2,0,18,0.2,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,2,1,1,0.00,0.00,0.00,0.00,0.00,1.41,0.12,1.54,1.41,1.54,Matches
303,Christian Nørgaard,MF,dk Denmark,29,1994,3,0,38,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,Matches
304,Adam Obert,DF,sk Slovakia,21,2002,2,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,5,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
305,Jan Oblak,GK,si Slovenia,31,1993,4,4,390,4.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
306,Darius Olaru,MF,ro Romania,25,1998,2,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
307,Dani Olmo,"MF,FW",es Spain,25,1998,6,3,432,4.8,3,2,5,3,0,0,1,0,1.7,1.7,1.3,3.0,21,21,32,0.62,0.42,1.04,0.62,1.04,0.38,0.29,0.68,0.38,0.68,Matches
308,Amadou Onana,MF,be Belgium,22,2001,4,4,360,4.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,17,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
309,Loïs Openda,FW,be Belgium,23,2000,3,1,70,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,Matches
310,Willi Orban,DF,hu Hungary,31,1992,3,3,270,3.0,0,0,0,0,0,0,1,0,0.6,0.6,0.1,0.7,0,7,2,0.00,0.00,0.00,0.00,0.00,0.20,0.05,0.24,0.20,0.24,Matches
311,Mikel Oyarzabal,FW,es Spain,26,1997,7,1,201,2.2,1,1,2,1,0,0,0,0,0.9,0.9,0.6,1.6,4,9,22,0.45,0.45,0.90,0.45,0.90,0.49,0.33,0.82,0.49,0.82,Matches
312,Salih Özcan,MF,tr Türkiye,26,1998,4,2,155,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,3,2,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
313,João Palhinha,MF,pt Portugal,28,1995,4,4,299,3.3,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.2,0,23,2,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.07,0.05,0.07,Matches
314,Cole Palmer,"MF,FW",eng England,21,2002,5,0,149,1.7,1,1,2,1,0,0,0,0,0.2,0.2,0.1,0.3,6,16,17,0.60,0.60,1.21,0.60,1.21,0.17,0.14,0.31,0.17,0.31,Matches
315,Mario Pašalić,"FW,MF",hr Croatia,28,1995,3,1,116,1.3,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,2,5,7,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.29,0.29,0.29,Matches
316,Strahinja Pavlović,DF,rs Serbia,22,2001,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,8,13,4,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
317,Pedri,MF,es Spain,21,2002,4,4,186,2.1,0,1,1,0,0,0,0,0,1.1,1.1,0.8,1.9,6,10,16,0.00,0.48,0.48,0.00,0.48,0.53,0.38,0.92,0.53,0.92,Matches
318,Peter Pekarík,DF,sk Slovakia,37,1986,4,4,377,4.2,0,0,0,0,0,0,1,0,0.7,0.7,0.2,0.9,7,10,9,0.00,0.00,0.00,0.00,0.00,0.16,0.06,0.22,0.16,0.22,Matches
319,Lorenzo Pellegrini,"FW,MF",it Italy,27,1996,4,3,218,2.4,0,1,1,0,0,0,1,0,0.5,0.5,0.5,1.0,10,8,14,0.00,0.41,0.41,0.00,0.41,0.22,0.19,0.41,0.22,0.41,Matches
320,Patrick Pentz,GK,at Austria,27,1997,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
321,Pepe,DF,pt Portugal,40,1983,4,4,408,4.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,2,17,0,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,Matches
322,Danilo Pereira,DF,pt Portugal,32,1991,1,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,5,0,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,Matches
323,Ayoze Pérez,FW,es Spain,30,1993,1,0,13,0.1,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,2,1,3,0.00,0.00,0.00,0.00,0.00,2.01,0.00,2.01,2.01,2.01,Matches
324,Ivan Perišić,"DF,FW",hr Croatia,34,1989,3,1,139,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.5,8,4,17,0.00,0.00,0.00,0.00,0.00,0.07,0.24,0.31,0.07,0.31,Matches
325,Bruno Petković,FW,hr Croatia,29,1994,2,1,87,1.0,0,0,0,0,0,1,0,0,1.1,0.3,0.1,0.4,2,4,2,0.00,0.00,0.00,0.00,0.00,1.11,0.08,1.20,0.30,0.38,Matches
326,Krzysztof Piątek,FW,pl Poland,28,1995,1,1,59,0.7,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.5,0,0,2,1.53,0.00,1.53,1.53,1.53,0.82,0.00,0.82,0.82,0.82,Matches
327,Jordan Pickford,GK,eng England,29,1994,7,7,690,7.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
328,Jakub Piotrowski,MF,pl Poland,26,1997,2,1,58,0.6,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,2,1,2,0.00,0.00,0.00,0.00,0.00,0.25,0.35,0.60,0.25,0.60,Matches
329,Marin Pongračić,DF,hr Croatia,26,1997,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
330,Ryan Porteous,DF,sct Scotland,24,1999,1,1,43,0.5,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
331,Stefan Posch,DF,at Austria,26,1997,4,4,360,4.0,0,1,1,0,0,0,1,0,0.3,0.3,1.8,2.1,6,18,28,0.00,0.25,0.25,0.00,0.25,0.07,0.45,0.53,0.07,0.53,Matches
332,Yussuf Poulsen,"FW,MF",dk Denmark,29,1994,4,0,57,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,5,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07,Matches
333,Alexander Prass,DF,at Austria,22,2001,4,1,166,1.8,0,1,1,0,0,0,0,0,0.0,0.0,0.4,0.4,6,7,6,0.00,0.54,0.54,0.00,0.54,0.00,0.20,0.20,0.00,0.20,Matches
334,Lukáš Provod,MF,cz Czechia,27,1996,3,3,232,2.6,1,0,1,1,0,0,1,0,0.1,0.1,0.3,0.4,5,3,4,0.39,0.00,0.39,0.39,0.39,0.04,0.12,0.17,0.04,0.17,Matches
335,George Pușcaș,FW,ro Romania,27,1996,2,0,40,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
336,Leopold Querfeld,DF,at Austria,20,2003,1,0,27,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
337,Adrien Rabiot,MF,fr France,28,1995,5,5,371,4.1,0,0,0,0,0,0,2,0,0.3,0.3,0.4,0.7,10,28,19,0.00,0.00,0.00,0.00,0.00,0.07,0.10,0.17,0.07,0.17,Matches
338,Bogdan Racovitan,DF,ro Romania,23,2000,2,0,57,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
339,Predrag Rajković,GK,rs Serbia,28,1995,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
340,Anthony Ralston,DF,sct Scotland,25,1998,3,3,262,2.9,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,4,4,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
341,Ylber Ramadani,MF,al Albania,27,1996,3,3,264,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
342,Gonçalo Ramos,FW,pt Portugal,22,2001,1,0,25,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.25,0.25,0.25,Matches
343,Giacomo Raspadori,FW,it Italy,23,2000,2,1,83,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.4,1,9,5,0.00,0.00,0.00,0.00,0.00,0.09,0.40,0.49,0.09,0.49,Matches
344,Andrei Ratiu,DF,ro Romania,25,1998,4,4,359,4.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,3,8,7,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Matches
345,David Raum,DF,de Germany,25,1998,3,2,166,1.8,0,1,1,0,0,0,1,0,0.0,0.0,1.1,1.1,8,8,8,0.00,0.54,0.54,0.00,0.54,0.01,0.60,0.62,0.01,0.62,Matches
346,David Raya,GK,es Spain,28,1995,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
347,Tijjani Reijnders,MF,nl Netherlands,25,1998,6,6,496,5.5,0,0,0,0,0,0,0,0,0.7,0.7,0.6,1.2,19,32,13,0.00,0.00,0.00,0.00,0.00,0.12,0.11,0.23,0.12,0.23,Matches
348,Mateo Retegui,FW,it Italy,24,1999,4,1,152,1.7,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,1,6,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.15,0.15,0.15,Matches
